Turn,User Text,SNOMED Term,Code,Retrieval Score,Hypothesis,NLI Label,Entailment Score,Neutral Score,Contradiction Score,Decision
21,"I think I’m done with therapy . . . things aren’t that bad, and maybe I don’t want to change! I’ve been dealing with this my whole life and I’ve managed.",Enduring personality change after psychiatric illness (finding),192498004,0.5317,"This person has enduring personality change after psychiatric illness (finding), which involves psychological function (observable entity).",NEUTRAL,0.0178,0.9661,0.0161,KEEP
21,"I think I’m done with therapy . . . things aren’t that bad, and maybe I don’t want to change! I’ve been dealing with this my whole life and I’ve managed.",Anxiety about treatment (finding),225635005,0.487,"This person has anxiety about treatment (finding), which involves psychological function (observable entity), emotion (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0091,0.9887,0.0022,KEEP
21,"I think I’m done with therapy . . . things aren’t that bad, and maybe I don’t want to change! I’ve been dealing with this my whole life and I’ve managed.",Enduring personality change after catastrophic experience (finding),268729004,0.4822,"This person has enduring personality change after catastrophic experience (finding), which involves psychological function (observable entity).",CONTRADICTION,0.0283,0.2707,0.701,DROP
21,"I think I’m done with therapy . . . things aren’t that bad, and maybe I don’t want to change! I’ve been dealing with this my whole life and I’ve managed.",Conflicting attitude towards treatment (finding),704340003,0.464,"This person has conflicting attitude towards treatment (finding), which involves psychological function (observable entity), attitude towards treatment (observable entity).",ENTAILMENT,0.9627,0.0354,0.0019,KEEP
22,[Shaking and teary] I’m really embarrassed . . . I kind of lied to you about what I thought I could handle in here. I didn’t want to disappoint you or make you feel like this is a waste of time.,Feeling ashamed (finding),225012006,0.3861,"This person has feeling ashamed (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9866,0.0124,0.0009,KEEP
22,[Shaking and teary] I’m really embarrassed . . . I kind of lied to you about what I thought I could handle in here. I didn’t want to disappoint you or make you feel like this is a waste of time.,Complaining of tearfulness (finding),310480000,0.3795,"This person has complaining of tearfulness (finding), which involves psychological function (observable entity), emotion (observable entity), crying (observable entity).",ENTAILMENT,0.9821,0.0169,0.0011,KEEP
22,[Shaking and teary] I’m really embarrassed . . . I kind of lied to you about what I thought I could handle in here. I didn’t want to disappoint you or make you feel like this is a waste of time.,Emotionally subdued (finding),225650001,0.3303,"This person has emotionally subdued (finding), which involves psychological function (observable entity), emotion (observable entity), expression of emotions (observable entity).",ENTAILMENT,0.9825,0.0111,0.0064,KEEP
22,[Shaking and teary] I’m really embarrassed . . . I kind of lied to you about what I thought I could handle in here. I didn’t want to disappoint you or make you feel like this is a waste of time.,Emotional upset (finding),309838005,0.3295,"This person has emotional upset (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9823,0.0166,0.0011,KEEP
22,[Shaking and teary] I’m really embarrassed . . . I kind of lied to you about what I thought I could handle in here. I didn’t want to disappoint you or make you feel like this is a waste of time.,Emotional immaturity (finding),76187003,0.3178,"This person has emotional immaturity (finding), which involves psychological function (observable entity), behavior observable (observable entity), emotion (observable entity).",NEUTRAL,0.0982,0.8872,0.0146,KEEP
23,"My partner broke up with me today. I know it’s stupid, but I really thought we were going to get married.",Breakup of romance (finding),105416005,0.4387,"This person has breakup of romance (finding), which involves psychological function (observable entity).",ENTAILMENT,0.8478,0.1421,0.0101,KEEP
23,"My partner broke up with me today. I know it’s stupid, but I really thought we were going to get married.",Pressured by partner (finding),225806000,0.3136,"This person has pressured by partner (finding), which involves psychological function (observable entity), behavior observable (observable entity).",NEUTRAL,0.0585,0.9338,0.0077,KEEP
23,"My partner broke up with me today. I know it’s stupid, but I really thought we were going to get married.",Personal relationship breakdown (finding),105414008,0.3026,"This person has personal relationship breakdown (finding), which involves psychological function (observable entity).",NEUTRAL,0.3709,0.6219,0.0072,KEEP
23,"My partner broke up with me today. I know it’s stupid, but I really thought we were going to get married.",Partner relationship problem (finding),1041000119100,0.2894,"This person has partner relationship problem (finding), which involves psychological function (observable entity).",NEUTRAL,0.0167,0.9796,0.0038,KEEP
23,"My partner broke up with me today. I know it’s stupid, but I really thought we were going to get married.",Feeling emotionally hurt (finding),225019002,0.2745,"This person has feeling emotionally hurt (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0239,0.9741,0.002,KEEP
24,[Shaking and weeping] This is not something I can get into without hysterically crying. That’s why I avoid it.,Fear of shaking (finding),247819009,0.3193,"This person has fear of shaking (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0989,0.8957,0.0055,KEEP
24,[Shaking and weeping] This is not something I can get into without hysterically crying. That’s why I avoid it.,Terrified (finding),225634009,0.3189,"This person has terrified (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.3604,0.612,0.0276,KEEP
24,[Shaking and weeping] This is not something I can get into without hysterically crying. That’s why I avoid it.,Fear of general anesthetic (finding),247857009,0.3087,"This person has fear of general anesthetic (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0013,0.9973,0.0015,KEEP
24,[Shaking and weeping] This is not something I can get into without hysterically crying. That’s why I avoid it.,Fear of wetting self (finding),247810008,0.3046,"This person has fear of wetting self (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0813,0.9065,0.0122,KEEP
24,[Shaking and weeping] This is not something I can get into without hysterically crying. That’s why I avoid it.,Fear of anesthetic (finding),247856000,0.3012,"This person has fear of anesthetic (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0033,0.9951,0.0016,KEEP
25,"[Head in hands, sobbing without speaking]",Guided mourning (finding),304636008,0.4289,"This person has guided mourning (finding), which involves psychological function (observable entity), social / personal history observable (observable entity), emotion (observable entity).",ENTAILMENT,0.7534,0.2448,0.0018,KEEP
25,"[Head in hands, sobbing without speaking]",Working through the pain of grief (finding),225023005,0.4283,"This person has working through the pain of grief (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0443,0.9499,0.0058,KEEP
